x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.0,0.0,0.0,-0.03853952884674072,-0.06753498315811157,-0.012767832855793415,-0.04687875509262085,-0.14474833011627197,-0.026146732400270878,-0.05061858892440796,-0.20472204685211182,-0.04055943353018421,-0.05935627222061157,-0.2580527663230896,-0.05630378065547603,-0.00443190336227417,-0.18212908506393433,-0.034222416709276615,-0.00029021501541137695,-0.26257556676864624,-0.06518910093149799,-0.005494832992553711,-0.3183384835720062,-0.0866816790207352,-0.014581739902496338,-0.3644775152206421,-0.10107535136780399,0.011371433734893799,-0.16482990980148315,-0.0462829546435799,0.023186683654785156,-0.24662333726882935,-0.07853724820456165,0.015149414539337158,-0.3039165139198303,-0.09812653822741169,0.004570722579956055,-0.3485068380832672,-0.11021351082167286,0.021774113178253174,-0.1318911910057068,-0.05986876426181453,0.03341394662857056,-0.19474953413009644,-0.0918391422732796,0.015681982040405273,-0.23644566535949707,-0.10778663320383686,-0.004339873790740967,-0.27321094274520874,-0.11600458634934085,0.025258541107177734,-0.08991742134094238,-0.0738558174475159,0.030260682106018066,-0.12218517065048218,-0.10216820998034137,0.01927924156188965,-0.14967334270477295,-0.11427159620365757,0.005296111106872559,-0.17488765716552734,-0.1206852944000687,OPEN
0.0,0.0,0.0,-0.03853952884674072,-0.06753498315811157,-0.012767832855793415,-0.04687875509262085,-0.14474833011627197,-0.026146732400270878,-0.05061858892440796,-0.20472204685211182,-0.04055943353018421,-0.05935627222061157,-0.2580527663230896,-0.05630378065547603,-0.00443190336227417,-0.18212908506393433,-0.034222416709276615,-0.00029021501541137695,-0.26257556676864624,-0.06518910093149799,-0.005494832992553711,-0.3183384835720062,-0.0866816790207352,-0.014581739902496338,-0.3644775152206421,-0.10107535136780399,0.011371433734893799,-0.16482990980148315,-0.0462829546435799,0.023186683654785156,-0.24662333726882935,-0.07853724820456165,0.015149414539337158,-0.3039165139198303,-0.09812653822741169,0.004570722579956055,-0.3485068380832672,-0.11021351082167286,0.021774113178253174,-0.1318911910057068,-0.05986876426181453,0.03341394662857056,-0.19474953413009644,-0.0918391422732796,0.015681982040405273,-0.23644566535949707,-0.10778663320383686,-0.004339873790740967,-0.27321094274520874,-0.11600458634934085,0.025258541107177734,-0.08991742134094238,-0.0738558174475159,0.030260682106018066,-0.12218517065048218,-0.10216820998034137,0.01927924156188965,-0.14967334270477295,-0.11427159620365757,0.005296111106872559,-0.17488765716552734,-0.1206852944000687,OPEN
0.0,0.0,0.0,-0.03836536407470703,-0.06578630208969116,-0.013960594754927058,-0.048438966274261475,-0.14627301692962646,-0.026742643188946147,-0.053059399127960205,-0.2079169750213623,-0.0398177285457777,-0.061836183071136475,-0.26315903663635254,-0.05513910248529186,-0.009463667869567871,-0.1943526268005371,-0.0331007134879755,-0.008575141429901123,-0.2762582004070282,-0.05944820910345783,-0.011407256126403809,-0.32992276549339294,-0.07863991379391422,-0.017052650451660156,-0.37543684244155884,-0.09273103296410312,0.0120125412940979,-0.17605000734329224,-0.043788891729228396,0.022856533527374268,-0.2564277648925781,-0.06976132511746158,0.020192503929138184,-0.313831627368927,-0.088290293213241,0.014037132263183594,-0.36271291971206665,-0.10188825100313892,0.026073753833770752,-0.14081871509552002,-0.056114796992652316,0.04109823703765869,-0.20923501253128052,-0.08472633778702487,0.036180853843688965,-0.25950348377227783,-0.10342517166983356,0.02821207046508789,-0.30688440799713135,-0.11657143056046237,0.0328097939491272,-0.09410196542739868,-0.06853592067610492,0.042792558670043945,-0.12185561656951904,-0.0975908753241228,0.04205822944641113,-0.14326167106628418,-0.11179856627833118,0.03866666555404663,-0.165058434009552,-0.12134439915072193,OPEN
0.0,0.0,0.0,-0.042611896991729736,-0.053062617778778076,-0.020067329409115597,-0.0633995532989502,-0.13490509986877441,-0.030954916852109715,-0.07368993759155273,-0.19984114170074463,-0.04161842808365135,-0.08270537853240967,-0.2520778179168701,-0.05238480761884956,-0.020058274269104004,-0.19940060377120972,-0.017452412175529286,-0.026892006397247314,-0.28066956996917725,-0.037920000853531644,-0.032693564891815186,-0.33181625604629517,-0.05386219442128448,-0.03890901803970337,-0.3734595775604248,-0.06533145427941589,0.008729934692382812,-0.19203776121139526,-0.021387685912244603,0.01072835922241211,-0.2769756019115448,-0.041098429712050244,0.006872117519378662,-0.3320978879928589,-0.0562628720724514,0.0013843774795532227,-0.3745400011539459,-0.06668743014573364,0.03234595060348511,-0.16614115238189697,-0.028767176794402882,0.04006826877593994,-0.2325487732887268,-0.05332427367805748,0.029696762561798096,-0.26674896478652954,-0.06726361334561615,0.018382370471954346,-0.29369911551475525,-0.0746438828134468,0.050897181034088135,-0.12761777639389038,-0.03755338758467941,0.057528018951416016,-0.16577577590942383,-0.060495848658078,0.05369925498962402,-0.17938876152038574,-0.06997775554894714,0.048569560050964355,-0.18862402439117432,-0.07471540838717727,OPEN
0.0,0.0,0.0,-0.04765212535858154,-0.0513840913772583,-0.01849381679097739,-0.07407248020172119,-0.1312229037284851,-0.030418064979711446,-0.08838838338851929,-0.19436883926391602,-0.04235232302347747,-0.103435218334198,-0.24396473169326782,-0.05509058812061873,-0.02813136577606201,-0.19665402173995972,-0.021401713205376538,-0.04176509380340576,-0.2799866795539856,-0.04286360794107047,-0.05186408758163452,-0.3314342796802521,-0.0597387818376216,-0.06077110767364502,-0.3749963939189911,-0.07187719696561423,0.0014243721961975098,-0.1918126344680786,-0.02643214405874339,0.0012688040733337402,-0.28152406215667725,-0.04593198054830161,-0.004491329193115234,-0.3398275375366211,-0.06092749216953841,-0.01099097728729248,-0.3855387568473816,-0.0720264767984542,0.026382863521575928,-0.1686304807662964,-0.03439767339626876,0.0338057279586792,-0.24510276317596436,-0.056180839029947194,0.020257234573364258,-0.2903681993484497,-0.06919989043275443,0.005302846431732178,-0.3253483772277832,-0.07700390422145453,0.047978341579437256,-0.13179630041122437,-0.043829884914556416,0.0576099157333374,-0.18625164031982422,-0.06273176574508277,0.05097401142120361,-0.215731680393219,-0.07058528119126883,0.04060494899749756,-0.23838257789611816,-0.07524720632831183,OPEN
0.0,0.0,0.0,-0.053072452545166016,-0.04994392395019531,-0.020211234732336436,-0.08647400140762329,-0.12613654136657715,-0.03335673925167981,-0.10632956027984619,-0.18931454420089722,-0.046494746624297534,-0.12710148096084595,-0.23736095428466797,-0.060008293061322604,-0.04032409191131592,-0.20162367820739746,-0.021373836367196475,-0.05948680639266968,-0.28346264362335205,-0.04241286036259595,-0.07126379013061523,-0.33329054713249207,-0.05953193646556798,-0.0811033844947815,-0.3769131302833557,-0.0722676348376936,-0.006309926509857178,-0.20065230131149292,-0.025889299853510295,-0.010146737098693848,-0.2903742790222168,-0.04516745176798764,-0.01455223560333252,-0.3494146466255188,-0.06026060324794713,-0.02007746696472168,-0.3974359333515167,-0.07186953541523877,0.023288726806640625,-0.17990654706954956,-0.033755885480708514,0.029903531074523926,-0.257362425327301,-0.05500248265153829,0.023858726024627686,-0.30244800448417664,-0.06885640141255323,0.013447165489196777,-0.33883392810821533,-0.07760138627774182,0.04948371648788452,-0.1448040008544922,-0.043517684607571994,0.0667724609375,-0.19758617877960205,-0.06262790229803983,0.06772828102111816,-0.23304706811904907,-0.07274921056515637,0.06024664640426636,-0.2640906572341919,-0.07939948704726163,OPEN
0.0,0.0,0.0,-0.05558115243911743,-0.04560011625289917,-0.023960412713222468,-0.09280228614807129,-0.1160401701927185,-0.039549448760681116,-0.1156773567199707,-0.1753227710723877,-0.054491945775680506,-0.13678205013275146,-0.22224760055541992,-0.0697061766409206,-0.04589110612869263,-0.20012938976287842,-0.024395563872985804,-0.06754559278488159,-0.27972298860549927,-0.047058520140581095,-0.08053749799728394,-0.32802414894104004,-0.06538343918555256,-0.09158140420913696,-0.3695574402809143,-0.07868928206198689,-0.00989222526550293,-0.2020297646522522,-0.02793783624701973,-0.015657007694244385,-0.2891181707382202,-0.04906729725234982,-0.022160589694976807,-0.3473042845726013,-0.06621139985554692,-0.029490411281585693,-0.39354392886161804,-0.07885794830554005,0.0214691162109375,-0.18291646242141724,-0.03518871334426876,0.026368260383605957,-0.25658953189849854,-0.0582100127362537,0.020012259483337402,-0.30388909578323364,-0.07469118875496861,0.010491788387298584,-0.3424244821071625,-0.08501624804966923,0.04985523223876953,-0.1487470269203186,-0.04442748543851849,0.06604957580566406,-0.20101618766784668,-0.06458011758559223,0.06796383857727051,-0.23621129989624023,-0.07565819216006275,0.0626521110534668,-0.26699596643447876,-0.08280347776644703,OPEN
0.0,0.0,0.0,-0.05558115243911743,-0.04560011625289917,-0.023960412713222468,-0.09280228614807129,-0.1160401701927185,-0.039549448760681116,-0.1156773567199707,-0.1753227710723877,-0.054491945775680506,-0.13678205013275146,-0.22224760055541992,-0.0697061766409206,-0.04589110612869263,-0.20012938976287842,-0.024395563872985804,-0.06754559278488159,-0.27972298860549927,-0.047058520140581095,-0.08053749799728394,-0.32802414894104004,-0.06538343918555256,-0.09158140420913696,-0.3695574402809143,-0.07868928206198689,-0.00989222526550293,-0.2020297646522522,-0.02793783624701973,-0.015657007694244385,-0.2891181707382202,-0.04906729725234982,-0.022160589694976807,-0.3473042845726013,-0.06621139985554692,-0.029490411281585693,-0.39354392886161804,-0.07885794830554005,0.0214691162109375,-0.18291646242141724,-0.03518871334426876,0.026368260383605957,-0.25658953189849854,-0.0582100127362537,0.020012259483337402,-0.30388909578323364,-0.07469118875496861,0.010491788387298584,-0.3424244821071625,-0.08501624804966923,0.04985523223876953,-0.1487470269203186,-0.04442748543851849,0.06604957580566406,-0.20101618766784668,-0.06458011758559223,0.06796383857727051,-0.23621129989624023,-0.07565819216006275,0.0626521110534668,-0.26699596643447876,-0.08280347776644703,OPEN
0.0,0.0,0.0,-0.05812937021255493,-0.037381112575531006,-0.023909633634957572,-0.09874838590621948,-0.10238480567932129,-0.03940155136433532,-0.12369924783706665,-0.15909558534622192,-0.05380528944579055,-0.14720064401626587,-0.20274841785430908,-0.06852621736970832,-0.05396246910095215,-0.19303101301193237,-0.025751268146905204,-0.07747691869735718,-0.2721753418445587,-0.04751834425178458,-0.09134435653686523,-0.3182988166809082,-0.06511617603746345,-0.10365629196166992,-0.3578943610191345,-0.07758255454746177,-0.01747506856918335,-0.19879263639450073,-0.02852636913803508,-0.02398097515106201,-0.28676262497901917,-0.047510226844224235,-0.03141885995864868,-0.34419572353363037,-0.06300141069141318,-0.03933840990066528,-0.38995593786239624,-0.0744248718306153,0.015310227870941162,-0.18263870477676392,-0.03478782403317382,0.019113659858703613,-0.2564023733139038,-0.053972297935160896,0.014802753925323486,-0.304113507270813,-0.06856469216791083,0.007961571216583252,-0.3431030511856079,-0.07831134798971107,0.04559403657913208,-0.15169847011566162,-0.04315237852779319,0.061117470264434814,-0.20577138662338257,-0.05918249267188003,0.06468665599822998,-0.24165397882461548,-0.0679047718926995,0.06255686283111572,-0.2734813392162323,-0.073860773472461,OPEN
0.0,0.0,0.0,-0.05614185333251953,-0.03209888935089111,-0.023004827919038462,-0.09865248203277588,-0.09301424026489258,-0.03850131285432212,-0.12582939863204956,-0.14695626497268677,-0.053174981745513605,-0.15108788013458252,-0.18692713975906372,-0.06827964437249534,-0.0589902400970459,-0.18970030546188354,-0.02512168501559131,-0.08551114797592163,-0.26555871963500977,-0.0463354307139241,-0.0999448299407959,-0.3122420608997345,-0.06383849483970039,-0.11189121007919312,-0.3518158197402954,-0.07632326138261192,-0.022447705268859863,-0.1996138095855713,-0.02799523239079349,-0.032291412353515625,-0.28620806336402893,-0.04615977582577102,-0.03998756408691406,-0.3428872525691986,-0.061023352565797495,-0.04790312051773071,-0.3876126706600189,-0.07220970642808311,0.011915028095245361,-0.18768423795700073,-0.034158972921403574,0.01219487190246582,-0.2641652822494507,-0.05201013934853904,0.007556438446044922,-0.31286394596099854,-0.0658460761332833,0.0004387497901916504,-0.3516741991043091,-0.07523451549056404,0.044481515884399414,-0.1607702374458313,-0.04245529127362602,0.059258997440338135,-0.21939224004745483,-0.05709273171666496,0.06362295150756836,-0.2582523822784424,-0.06536841196063392,0.062458932399749756,-0.2921958565711975,-0.07108261984828346,OPEN
