x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.0,0.0,0.0,-0.069347083568573,-0.03283345699310303,-0.031920572312373,-0.13383832573890686,-0.10184800624847412,-0.060720061452883556,-0.18587732315063477,-0.15431463718414307,-0.08730962270666964,-0.23266050219535828,-0.19175302982330322,-0.11701653295924075,-0.09407180547714233,-0.2696457505226135,-0.06469854855706103,-0.140068918466568,-0.39207276701927185,-0.10059797907044299,-0.17083406448364258,-0.466552197933197,-0.12588823729922183,-0.1982041597366333,-0.5387251973152161,-0.14393692606856234,-0.04852944612503052,-0.2938452661037445,-0.07177722597290881,-0.06970727443695068,-0.44937899708747864,-0.10572435850073703,-0.08486965298652649,-0.5523823797702789,-0.1299188225882233,-0.09677302837371826,-0.6459762454032898,-0.14775734538008578,-0.0031365156173706055,-0.2740749716758728,-0.08064422154595263,-0.00160139799118042,-0.4203813076019287,-0.11436110878159411,-0.0020904541015625,-0.5170480906963348,-0.13799157136847384,-0.002878904342651367,-0.604227602481842,-0.1542340158837021,0.03945803642272949,-0.22886717319488525,-0.09079855823685534,0.06423896551132202,-0.33504608273506165,-0.11947392815520175,0.08042579889297485,-0.40828388929367065,-0.13334820562769778,0.09353059530258179,-0.4812619686126709,-0.1431007325070084,OPEN
0.0,0.0,0.0,-0.07021033763885498,-0.032177090644836426,-0.03235834100391344,-0.13513553142547607,-0.10599088668823242,-0.05968320005680994,-0.18536245822906494,-0.16362595558166504,-0.08465625726725534,-0.23099055886268616,-0.2048121690750122,-0.11217512571360544,-0.09671497344970703,-0.2734999358654022,-0.06091624506856874,-0.14269429445266724,-0.3945857286453247,-0.09560960167195276,-0.17290130257606506,-0.46901601552963257,-0.12024416410471872,-0.1991274356842041,-0.5406754463911057,-0.13781378799225763,-0.051088571548461914,-0.2986210882663727,-0.06741762542273477,-0.07044041156768799,-0.4543348550796509,-0.1000755020334907,-0.08299833536148071,-0.5589523017406464,-0.12335963183190302,-0.09225356578826904,-0.6534229218959808,-0.1403904222800918,-0.005719363689422607,-0.27986934781074524,-0.07610550903822855,-0.0042580366134643555,-0.4250037670135498,-0.10897878193404154,-0.003701150417327881,-0.5209265351295471,-0.13201810055520014,-0.003452479839324951,-0.6079665124416351,-0.14764551454331354,0.0370330810546875,-0.23461300134658813,-0.08629118287112192,0.06265878677368164,-0.33784011006355286,-0.11419086539294199,0.08014601469039917,-0.40953102707862854,-0.12773003810193018,0.09405511617660522,-0.48084431886672974,-0.13714231186654047,OPEN
0.0,0.0,0.0,-0.06955164670944214,-0.03292447328567505,-0.03235127778765445,-0.1346132755279541,-0.10610729455947876,-0.06006047504064327,-0.1849212646484375,-0.16320455074310303,-0.08552107216831928,-0.2300243079662323,-0.2038484811782837,-0.11361249538180118,-0.09689122438430786,-0.2745288610458374,-0.061477150787084156,-0.14270564913749695,-0.3955669403076172,-0.09689211102244144,-0.17331966757774353,-0.4706634283065796,-0.12219840290066486,-0.20014554262161255,-0.5424180328845978,-0.14003225417849308,-0.05155813694000244,-0.2990114688873291,-0.06807057561394458,-0.07122993469238281,-0.4542628526687622,-0.10077117385384327,-0.08478325605392456,-0.5608446598052979,-0.12429632993456607,-0.09483489394187927,-0.6560226082801819,-0.1415580436777759,-0.006122469902038574,-0.2798365652561188,-0.07685177775141483,-0.005554616451263428,-0.4253957271575928,-0.10914050789591556,-0.005866587162017822,-0.5227138996124268,-0.13203337045428043,-0.0059157609939575195,-0.6106118261814117,-0.14779462667223697,0.03667449951171875,-0.23423737287521362,-0.08721966298338657,0.06217646598815918,-0.3379248082637787,-0.11452581735369449,0.0796765685081482,-0.4106643795967102,-0.12782043965574985,0.09405398368835449,-0.48311328887939453,-0.13719027491328006,OPEN
0.0,0.0,0.0,-0.07045820355415344,-0.0315093994140625,-0.030253921829057617,-0.13431644439697266,-0.10290437936782837,-0.05644093380112736,-0.1843092143535614,-0.1606607437133789,-0.08033467382927029,-0.22964715957641602,-0.19978845119476318,-0.10689063668985455,-0.096241295337677,-0.27299702167510986,-0.05761864335079281,-0.14214026927947998,-0.39323902130126953,-0.09114140570898144,-0.17264652252197266,-0.4664645791053772,-0.11525798887748806,-0.20021125674247742,-0.538026362657547,-0.13259627968807308,-0.05111253261566162,-0.2983206808567047,-0.06517036557931988,-0.07063743472099304,-0.45490676164627075,-0.097195114202691,-0.08450180292129517,-0.557792991399765,-0.12033624500770657,-0.09576472640037537,-0.6519317030906677,-0.13682959527511684,-0.006094813346862793,-0.2793354392051697,-0.07479177714128582,-0.00418168306350708,-0.42472076416015625,-0.10745569617290585,-0.0038427114486694336,-0.5249256640672684,-0.13131151647110073,-0.004197180271148682,-0.6151215136051178,-0.14725449234981625,0.03616994619369507,-0.23429304361343384,-0.08557012975950329,0.06070816516876221,-0.3377213478088379,-0.11348744035501568,0.07638019323348999,-0.411702036857605,-0.1272488936855325,0.0886717438697815,-0.4846145808696747,-0.13660630137462704,OPEN
0.0,0.0,0.0,-0.07035720348358154,-0.03184318542480469,-0.029759461384657016,-0.1343821883201599,-0.10319221019744873,-0.05606518904531299,-0.1845409870147705,-0.1604374647140503,-0.080107199352625,-0.22968807816505432,-0.20081084966659546,-0.10663011143768131,-0.09710949659347534,-0.2732607424259186,-0.05727537567580043,-0.14241433143615723,-0.39281606674194336,-0.09043223629558383,-0.17278540134429932,-0.46531301736831665,-0.1139592028673917,-0.20079559087753296,-0.5362616777420044,-0.13079476575219928,-0.05116039514541626,-0.2988261282444,-0.06482409904563724,-0.07011795043945312,-0.4561452269554138,-0.09719637255037128,-0.08374261856079102,-0.5580222010612488,-0.12008397499883472,-0.09520664811134338,-0.6513994336128235,-0.13607381502950489,-0.005979657173156738,-0.2791249752044678,-0.07426170478427707,-0.003687262535095215,-0.42441147565841675,-0.10740244607293903,-0.0032059550285339355,-0.5249871611595154,-0.1308075509485036,-0.0036743879318237305,-0.6158823370933533,-0.14596370081270038,0.03635537624359131,-0.23335039615631104,-0.08467456917131244,0.06026268005371094,-0.3375675678253174,-0.11229896019065677,0.0755578875541687,-0.41140735149383545,-0.1251448563751012,0.08750027418136597,-0.4837998151779175,-0.13357186536157428,OPEN
0.0,0.0,0.0,-0.07041066884994507,-0.03220534324645996,-0.02989890571370779,-0.13458624482154846,-0.10371619462966919,-0.05615060921445547,-0.18455770611763,-0.1614851951599121,-0.08016478042736708,-0.22958284616470337,-0.20106017589569092,-0.10669098566904722,-0.0963718593120575,-0.2743837535381317,-0.05730703990593611,-0.14132100343704224,-0.39377886056900024,-0.09079905371800123,-0.17192500829696655,-0.466726154088974,-0.11480323742762266,-0.20007091760635376,-0.5383792817592621,-0.13195914547577559,-0.050731360912323,-0.2993393838405609,-0.06484447937145887,-0.06928876042366028,-0.45533379912376404,-0.09726190339461027,-0.08299446105957031,-0.5590669214725494,-0.1204321734203404,-0.0944807231426239,-0.6545163989067078,-0.13670445006027876,-0.0056018829345703125,-0.279928982257843,-0.07434668164387404,-0.0035037994384765625,-0.4248502254486084,-0.10741831879749952,-0.0032296180725097656,-0.5252389907836914,-0.13108613114491163,-0.004040241241455078,-0.6159788370132446,-0.14654897670880018,0.036693572998046875,-0.23435145616531372,-0.08492799620762526,0.06127965450286865,-0.3381269872188568,-0.11278192471399962,0.0767778754234314,-0.41213831305503845,-0.1260873727096623,0.08879029750823975,-0.4848032593727112,-0.13490249734059034,OPEN
0.0,0.0,0.0,-0.07027491927146912,-0.03219568729400635,-0.0300740886654296,-0.1341390609741211,-0.103648841381073,-0.05661796295899535,-0.18426692485809326,-0.16097593307495117,-0.08084034064668799,-0.22934913635253906,-0.20133453607559204,-0.10750240722555304,-0.0965699851512909,-0.2738926410675049,-0.05750849733013297,-0.14256572723388672,-0.39370793104171753,-0.09112337866682196,-0.1734534502029419,-0.46711844205856323,-0.11508884170908118,-0.20149651169776917,-0.5381942838430405,-0.13211237529176856,-0.05057269334793091,-0.2989785671234131,-0.06474488863605643,-0.06947523355484009,-0.4561512768268585,-0.09684284666437293,-0.08320942521095276,-0.5583805441856384,-0.11951169261593009,-0.09473294019699097,-0.6520907580852509,-0.13539155462640906,-0.005043089389801025,-0.2789544463157654,-0.07394478360075141,-0.003568410873413086,-0.42544084787368774,-0.10656311252969886,-0.0035200119018554688,-0.5268606543540955,-0.1296466652478614,-0.00400465726852417,-0.6186758577823639,-0.1447206650103965,0.037490010261535645,-0.23262041807174683,-0.08423323074239875,0.06140202283859253,-0.3367781937122345,-0.11163792649168158,0.07650977373123169,-0.4110350012779236,-0.12438449153560782,0.0884859561920166,-0.4842044711112976,-0.1327615890826621,OPEN
0.0,0.0,0.0,-0.06989237666130066,-0.031891465187072754,-0.030782525538540995,-0.13400447368621826,-0.10279279947280884,-0.05744594626042954,-0.18389129638671875,-0.15947842597961426,-0.08190374739382378,-0.22889673709869385,-0.19942259788513184,-0.10858457453463188,-0.09577235579490662,-0.27392011880874634,-0.057417373283840334,-0.14177152514457703,-0.3935682475566864,-0.09103749610397927,-0.17211151123046875,-0.46613144874572754,-0.11490625061009041,-0.1997533142566681,-0.5361862778663635,-0.1317880592486631,-0.050215840339660645,-0.2990992069244385,-0.06432185240004173,-0.06892547011375427,-0.4563620686531067,-0.09613003499720207,-0.08204054832458496,-0.5596359372138977,-0.11865323699925057,-0.09300923347473145,-0.6529423594474792,-0.13470624305222145,-0.005110502243041992,-0.28000327944755554,-0.07344251044008843,-0.004543185234069824,-0.42381370067596436,-0.10582667507145516,-0.00427401065826416,-0.521350309252739,-0.12872120655987374,-0.004960000514984131,-0.6084381937980652,-0.14380554772827736,0.03754168748855591,-0.23530340194702148,-0.0838919422766935,0.06254392862319946,-0.33916717767715454,-0.11112777806732765,0.0784379243850708,-0.41257646679878235,-0.12437384493563286,0.09027349948883057,-0.4848947823047638,-0.13332429446194283,OPEN
0.0,0.0,0.0,-0.06986889243125916,-0.032033681869506836,-0.031158526224913885,-0.13470223546028137,-0.10416638851165771,-0.05794079674583941,-0.1855243444442749,-0.16069132089614868,-0.08247229902249842,-0.23159119486808777,-0.1991194486618042,-0.10953703222972422,-0.0975126326084137,-0.27538394927978516,-0.058801808191361715,-0.1441701054573059,-0.3977656364440918,-0.09272919295531779,-0.17457956075668335,-0.47182953357696533,-0.11670601813298731,-0.2027396559715271,-0.543961763381958,-0.1339257255027917,-0.05193591117858887,-0.3004460334777832,-0.06604594437581568,-0.07157918810844421,-0.45834726095199585,-0.09931830762130289,-0.08575457334518433,-0.5630243122577667,-0.12285450546247034,-0.09791508316993713,-0.6592286825180054,-0.13954784421426325,-0.007091224193572998,-0.2811388671398163,-0.07539436666471033,-0.006541788578033447,-0.4273013472557068,-0.10905344484550028,-0.006579458713531494,-0.5263355523347855,-0.13265979735356836,-0.007490396499633789,-0.6162139177322388,-0.14826691596013575,0.03509414196014404,-0.23585635423660278,-0.08604106752378016,0.059739530086517334,-0.33957982063293457,-0.11435294596654444,0.07551568746566772,-0.41329142451286316,-0.1281065389345315,0.08744192123413086,-0.4871441125869751,-0.13751826135617762,OPEN
0.0,0.0,0.0,-0.06962844729423523,-0.031347692012786865,-0.031027823377229424,-0.1345786154270172,-0.10193675756454468,-0.057938562396742554,-0.18459373712539673,-0.15815716981887817,-0.08264836079237625,-0.23024088144302368,-0.1974886655807495,-0.10975931740162537,-0.097118079662323,-0.2750624716281891,-0.058527329627253266,-0.14248955249786377,-0.3959745168685913,-0.09183895743248627,-0.17166578769683838,-0.470416784286499,-0.11544817841408417,-0.19865918159484863,-0.5433198511600494,-0.1325875908767955,-0.05152255296707153,-0.3007376492023468,-0.06561807698366806,-0.07035785913467407,-0.4584718346595764,-0.09822489476559326,-0.08368813991546631,-0.5619855523109436,-0.12145834571478531,-0.09506943821907043,-0.6568886041641235,-0.13814217752573654,-0.00649029016494751,-0.28164392709732056,-0.07477764195559189,-0.005636811256408691,-0.42796850204467773,-0.10799034840223953,-0.004994332790374756,-0.5261027812957764,-0.13161210126040146,-0.00551372766494751,-0.6146842241287231,-0.14739132827875778,0.03616374731063843,-0.23644500970840454,-0.0852134019768016,0.06164485216140747,-0.339520663022995,-0.11338252729532883,0.07761472463607788,-0.4126712381839752,-0.1275035083925502,0.08937478065490723,-0.48594552278518677,-0.13728226131556198,OPEN
